Date,Open,High,Low,Close,Volume,S_3,S_9,predicted_data_price,signal
2015-02-23,137.28715402429754,137.28715402429754,135.73588674718684,136.5115203857422,2483400,136.64080810546875,137.76117960611978,136.1531970573356,No Position
2015-02-24,136.1237035664645,137.67497084357524,136.1237035664645,136.5115203857422,2699300,136.5115203857422,137.41644965277777,136.05646087458973,No Position
2015-02-25,137.28719962356436,137.67501657165352,134.96029793502936,136.12374877929688,4315600,136.38226318359375,137.07172309027777,135.9597583397566,No Position
2015-02-26,135.7359442599984,135.7359442599984,132.24559140759845,133.40904235839844,7029800,135.34810384114584,136.46845499674478,134.88724366031116,No Position
2015-02-27,132.24557405094833,133.40902484905052,131.46994018554688,131.46994018554688,6834100,133.6675771077474,135.6497311062283,133.12197941771007,No Position
2015-03-02,131.85778626399252,132.24560328241603,129.5308841534515,129.918701171875,6259500,131.59922790527344,134.91719563802084,130.91118406081495,No Position
2015-03-03,129.91867245474396,133.40902484905052,129.53085552204323,131.46994018554688,6602100,130.9528605143229,134.31392415364584,130.27221469916574,No Position
2015-03-05,132.24557887486048,136.51156529017857,131.4699449811663,135.73593139648438,9637700,132.3748575846354,134.18465169270834,131.8799102023326,Buy
2015-03-06,135.7359343884038,138.45065307617188,135.7359343884038,138.45065307617188,6179200,135.21884155273438,134.40011088053384,135.02955748586277,Buy
2015-03-09,137.28720220998557,138.45065307617188,136.89938525459013,138.45065307617188,4239800,137.54574584960938,134.61557006835938,137.6011184363012,Buy
2015-03-10,138.45065046783185,138.83846741592103,136.12374877929688,136.12374877929688,4323300,137.67501831054688,134.5724843343099,137.7516177614852,Buy
2015-03-11,135.73593396819038,138.4506526475542,134.18466615141108,138.06283569335938,9031100,137.54574584960938,134.7879384358724,137.5772153146907,No Position
2015-03-12,138.45065134713062,138.45065134713062,135.34811574271313,136.89938354492188,6190400,137.02865600585938,135.17575412326389,136.9453374073804,No Position
2015-03-13,136.89938267547518,138.0628335197427,135.34811488311854,136.12374877929688,5129400,137.02865600585938,135.69284396701389,136.873630158556,No Position
2015-03-16,136.12374612559444,136.89938000665197,133.40902754189312,133.79684448242188,4287400,135.60665893554688,136.12374877929688,135.22410589713206,No Position
2015-03-17,134.96031109583862,135.34812808174618,134.18467712402344,134.18467712402344,2769200,134.7017567952474,136.4253862169054,134.17061113473852,No Position
2015-03-18,133.79684623128023,136.89938179606352,133.79684623128023,135.34811401367188,3233500,134.4432118733724,136.3822953965929,133.88753788590523,No Position
2015-03-19,136.12374702035865,136.5115639634366,133.79684536189097,134.57247924804688,5266900,134.7017567952474,135.9513871934679,134.2363427794942,Buy
2015-03-20,135.34811444963728,136.12374834333147,134.5724805559431,135.73593139648438,6430800,135.21884155273438,135.6497514512804,134.8562640274229,Buy
2015-03-23,135.73593139648438,135.73593139648438,134.5724805559431,135.73593139648438,3845200,135.34811401367188,135.6066606309679,135.00676405794258,Buy
2015-03-24,135.34814418047324,135.73596121250898,134.18469308436602,134.9603271484375,4375600,135.4773966471354,135.2619374593099,135.19910421943155,Buy
2015-03-25,134.96029706807397,136.1237479048677,134.57248012247604,135.34811401367188,2659200,135.3481241861979,135.0895741780599,135.07848220925533,No Position
2015-03-26,134.57251011640176,135.73596121250898,134.18469308436602,134.9603271484375,3378000,135.08958943684897,134.96030510796442,134.8073710710479,No Position
2015-03-27,134.5724805559431,136.12374834333147,134.5724805559431,135.73593139648438,2944800,135.3481241861979,135.17575920952692,135.06653053089414,Buy
2015-03-30,136.51155185160664,138.45063639495334,135.73591803426797,137.2871856689453,4585400,135.9944814046224,135.5204823811849,135.7413426144672,Buy
2015-03-31,138.4506526475542,138.83846960174904,137.2872017849697,138.06283569335938,4414200,137.02865091959634,135.8221181233724,136.8556974248819,Buy
2015-04-01,138.06281948628398,138.06281948628398,136.51155185160664,137.2871856689453,3339000,137.54573567708334,136.12375217013889,137.3919604509608,Buy
2015-04-02,138.06283526353434,138.06283526353434,136.89938440457198,137.67501831054688,5334700,137.67501322428384,136.33920627170139,137.50661254342435,Buy
2015-04-03,138.06283526353434,138.4506522165218,137.28720135755944,137.67501831054688,2373000,137.54574076334634,136.55466037326389,137.33221009662984,No Position
2015-04-07,138.06283526353434,138.4506522165218,137.28720135755944,137.67501831054688,3275400,137.67501831054688,136.85629272460938,137.43491145117986,Buy
2015-04-08,138.4506539262437,139.61410479957348,137.6750200106905,139.22628784179688,6877400,138.19210815429688,137.28720092773438,137.9532531162968,Buy
2015-04-09,139.22627488859408,141.9409933404608,138.83845796689883,141.1653594970703,7338200,139.35555521647134,137.97664896647134,139.15835830823602,Buy
2015-04-10,141.96065729705379,142.35830619704555,140.76771059707855,141.1653594970703,2401200,140.51900227864584,138.57991875542535,140.37541423808887,Buy
2015-04-16,140.76771059707855,141.1653594970703,139.97241279709507,141.1653594970703,5398100,141.1653594970703,139.01082695855035,141.0382746433007,Buy
2015-04-17,141.16536865234377,141.16536865234377,139.1771240234375,139.1771240234375,3642700,140.50261433919272,139.13463677300348,140.28016747640936,No Position
2015-04-20,138.3818243032327,138.77947322364426,135.20063293993996,135.59828186035156,10938700,138.64692179361978,138.94698079427084,138.23155769975918,No Position
2015-04-21,137.58652414440436,140.76771545410156,137.58652414440436,140.76771545410156,11484100,138.51437377929688,139.29061381022134,138.0357180746109,No Position
2015-04-22,140.76772912066917,140.76772912066917,137.1888885498047,137.1888885498047,4202900,137.85162862141928,139.23659939236111,137.3022706194266,No Position
2015-04-23,137.18887690256335,137.58652582112148,134.40533447265625,134.40533447265625,9744500,137.4539794921875,138.87330118815103,136.90808586205662,No Position
2015-04-24,134.4053296114491,135.2006274198009,134.00768070727324,134.802978515625,5265000,135.46573384602866,138.38182237413196,134.75341648210852,No Position
2015-04-27,134.40533318577042,134.80298210052123,131.62179078251484,132.01943969726562,7985100,133.74258422851562,137.36560906304254,132.96788735009443,No Position
2015-04-28,131.62179443359375,131.62179443359375,128.44060302734377,129.23590087890625,14108200,132.01943969726562,136.0401136610243,131.22525348758958,No Position
2015-04-29,128.04293542784694,130.03117976678865,127.24763769227025,127.6452865600586,11264100,129.6335423787435,134.53788333468967,128.76618186263204,No Position
2015-04-30,127.24764458038523,128.04294235901264,126.45234680175781,126.45234680175781,8520900,127.77784474690755,133.12401919894748,126.88761037648577,No Position
2015-05-04,126.45234680175781,126.45234680175781,126.45234680175781,126.45234680175781,0,126.84999338785808,132.10780419243707,125.99121149094367,No Position
2015-05-06,126.8499984741211,127.2476473721591,124.86175398393111,126.8499984741211,9740000,126.58489735921223,130.56139119466147,125.90928687982787,No Position
2015-05-07,126.8500088453293,128.44060456752777,126.45235991477968,127.2476577758789,8890000,126.85000101725261,129.4568099975586,126.35884569068156,Buy
2015-05-08,128.4405940662731,132.01943414861506,127.6452962701971,131.22413635253906,12022500,128.4405975341797,129.1033435397678,128.18612254779953,Buy
2015-05-11,132.01945392632047,133.61004975675806,129.63356018066406,129.63356018066406,7606600,129.3684514363607,128.52896372477213,129.30309944353002,Buy
2015-05-12,129.63356018066406,130.42885809588287,128.04296435022647,129.63356018066406,5430500,130.16375223795572,128.2638660007053,130.22899462997663,Buy
2015-05-13,129.6335248568007,130.0311737060547,128.8382271582927,130.0311737060547,4628600,129.76609802246094,128.35222964816623,129.7721701407869,No Position
2015-05-14,129.6335393646617,130.03118825841833,127.24764600212191,128.83824157714844,8496400,129.50099182128906,128.48478020562067,129.45740448745923,No Position
2015-05-15,128.83825255603327,130.42884826660156,128.0429547007491,130.42884826660156,6094800,129.7660878499349,128.92661370171442,129.69250626523333,Buy
2015-05-18,130.03119933895948,131.22414612188572,129.23590148367535,130.42884826660156,3881700,129.89864603678384,129.36844719780817,129.77943297594493,Buy
2015-05-19,130.82647140456265,130.82647140456265,129.2358760075467,130.0311737060547,4129200,130.2962900797526,129.72191111246744,130.17497581353894,Buy
2015-05-20,130.03118965842506,130.03118965842506,126.4523495760831,126.8499984741211,8048300,129.10334014892578,129.67772674560547,128.84740520456543,No Position
2015-05-21,126.85000671955368,128.44060241509666,126.85000671955368,128.04295349121094,5759800,128.30804189046225,129.3242619832357,128.00729179249123,No Position
2015-05-22,128.44060241509666,128.83825133898242,127.64530456732518,128.04295349121094,5256400,127.64530181884766,129.14752790662976,127.29086812837284,No Position
2015-05-25,128.4405842956353,128.4405842956353,127.6452865600586,127.6452865600586,2710500,127.91039784749348,128.92660861545139,127.6178769114776,Buy
2015-05-26,127.6452865600586,128.04293542784694,126.8499888244819,127.6452865600586,4281400,127.77784220377605,128.66151004367404,127.50644439163324,No Position
2015-05-27,126.05470887178218,128.04295349121094,125.25941102401069,128.04295349121094,6481100,127.77784220377605,128.5731447007921,127.51869842389877,Buy
2015-05-28,128.04295563697815,128.04295563697815,126.45235991477968,127.2476577758789,4373400,127.64529927571614,128.2196790907118,127.41953438732203,No Position
2015-05-29,127.6452983771965,128.44059618640023,126.05470275878906,126.05470275878906,6186200,127.11510467529297,127.73366292317708,126.89418390295339,No Position
2015-06-02,124.46410508589311,125.25940288196911,122.47586059570312,122.47586059570312,11101700,125.25940704345703,126.89418368869357,124.93595979640978,No Position
2015-06-03,122.47586401914938,124.0664596557617,122.47586401914938,124.06645965576172,3908100,124.19900767008464,126.58490159776476,123.79334080229745,No Position
2015-06-04,124.0664534658756,126.84999569107151,123.27115568724818,126.45234680175781,6639400,124.33155568440755,126.40816752115886,123.96603577682694,Buy
2015-06-05,125.65705517275785,128.83824644295424,125.65705517275785,128.4405975341797,7026300,126.3198013305664,126.45235019259982,126.1827337890944,Buy
2015-06-08,127.6452865600586,129.23588203121196,127.24763769227025,127.6452865600586,4542700,127.5127436319987,126.45235019259982,127.51642311977845,Buy
2015-06-09,126.8499984741211,127.2476473721591,126.4523495760831,126.8499984741211,4463400,127.64529418945312,126.36398484971788,127.67686643499667,Buy
2015-06-10,126.8499984741211,128.4405940662731,126.8499984741211,126.8499984741211,4659400,127.11509450276692,126.23143429226346,127.10249354743004,No Position
2015-06-11,127.64530456732518,128.83825133898242,127.24765564343943,128.04295349121094,5952900,127.24765014648438,126.3198004828559,127.23843436691737,Buy
2015-06-12,128.04293542784694,128.4405842956353,127.24763769227025,127.6452865600586,2435600,127.5127461751302,126.49653201633029,127.51029906437968,Buy
2015-06-15,126.8499888244819,128.4405842956353,126.45233995669355,127.6452865600586,2907700,127.77784220377605,127.07091267903645,127.72701991131144,Buy
2015-06-16,127.2476473721591,128.0429451682351,126.4523495760831,126.8499984741211,1731200,127.38019053141277,127.38019476996527,127.2395624793002,No Position
2015-06-17,127.24763769227025,128.04293542784694,126.8499888244819,127.6452865600586,2324400,127.38019053141277,127.5127436319987,127.22118131334597,No Position
2015-06-18,128.44060456752777,128.44060456752777,126.45235991477968,127.2476577758789,3820300,127.24764760335286,127.38019476996527,127.09138172588165,No Position
2015-06-19,127.64531881597978,128.04296778425385,125.25942500633529,125.65707397460938,4288300,126.85000610351562,127.15928226047092,126.67746021284358,No Position
2015-06-22,126.0547006780451,128.0429451682351,126.0547006780451,126.8499984741211,5553200,126.5849100748698,127.15928226047092,126.38108733329429,No Position
2015-06-23,127.2476473721591,127.6452962701971,126.4523495760831,126.8499984741211,6217400,126.45235697428386,127.15928226047092,126.23289520716355,No Position
2015-06-24,126.84999710836529,129.6335393646617,126.84999710836529,128.83824157714844,4657500,127.5127461751302,127.24764760335286,127.40613837945132,Buy
2015-06-25,128.83824157714844,129.6335393646617,128.0429437896352,128.83824157714844,6326600,128.1754938761393,127.3801981608073,128.12869770679256,Buy
2015-06-26,128.4405975341797,129.63354426050336,128.4405975341797,128.4405975341797,4246000,128.70569356282553,127.46856604682074,128.70919761049197,Buy
2015-06-29,126.85000671955368,129.23590026286817,126.45235779566794,128.04295349121094,6075200,128.4405975341797,127.60111660427518,128.39444332987648,No Position
2015-06-30,127.24766378617363,127.24766378617363,123.6688232421875,123.6688232421875,12481600,126.7174580891927,127.15928734673395,126.52927306773321,No Position
2015-07-02,123.66881591796876,124.06646484375001,118.10173095703126,119.294677734375,18017100,123.66881815592448,126.27562289767795,123.24348699930624,No Position
2015-07-03,119.29468104713841,122.47587254172876,118.49938317349081,120.8852767944336,7885700,121.28292592366536,125.74542321099176,120.64962506000069,No Position
2015-07-06,120.48762451171876,120.48762451171876,118.89702880859376,119.294677734375,5667800,119.8248774210612,124.90594312879774,119.13596607669312,No Position
2015-07-07,120.48761749267578,122.07821310314014,120.08996859005968,120.48761749267578,4693800,120.22252400716145,124.19901190863715,119.67856167287883,Buy
2015-07-08,119.29467711785827,119.29467711785827,117.7040814229535,118.10173034667969,9289100,119.29467519124348,123.00606621636285,118.80667369504582,No Position
2015-07-09,118.49938913119041,119.29468704482257,117.30644226074219,117.30644226074219,10618900,118.63193003336589,121.7247551812066,118.2434211585618,No Position
2015-07-10,119.69233536564447,121.68058013916016,119.29468641094132,121.68058013916016,10797100,119.02958424886067,120.97364213731554,118.79215218285842,Buy
2015-07-13,121.68055321478074,125.25939301521547,121.68055321478074,123.27114868164062,10120000,120.75272369384766,120.44344160291884,120.79211832814981,Buy
2015-07-14,123.27117041537635,123.27117041537635,120.88527679443358,120.8852767944336,4441500,121.94566853841145,120.13415866427951,122.168700202721,Buy
2015-07-15,120.88527679443358,122.07822360490496,120.4876278576098,120.8852767944336,2374100,121.68056742350261,120.31089189317491,121.8478132196167,No Position
2015-07-16,120.88528664696295,121.68058458542981,118.49939283156236,120.0899887084961,5519700,120.62018076578777,120.22252655029297,120.67457289050697,No Position
2015-07-17,120.09000896060982,120.09000896060982,118.89706185172959,119.6923599243164,1579700,120.22254180908203,120.26671346028645,120.2238916536266,No Position
2015-07-20,119.69231621477518,119.69231621477518,118.10172065045921,118.89701843261719,2153400,119.55978902180989,120.08998023139105,119.507453656062,No Position
2015-07-21,119.69233600163864,119.69233600163864,116.90879330392612,117.30644226074219,6217200,118.63194020589192,120.00161488850911,118.48238839401473,No Position
2015-07-22,117.30646570655595,119.6923599243164,117.30646570655595,119.6923599243164,6772100,118.63194020589192,120.26671685112848,118.4456254743265,No Position
2015-07-23,119.69232604158447,120.08997496531066,118.10173034667969,118.10173034667969,3865100,118.3668441772461,119.8690668741862,118.20439656286372,No Position
2015-07-24,118.10173034667969,119.29467711785827,117.3064324992273,118.10173034667969,3137300,118.63194020589192,119.29468705919054,118.58042135747463,Buy
2015-07-27,117.30643679257545,118.4993836074152,115.71584103945578,116.51113891601562,5703600,117.571533203125,118.80867173936632,117.46230225102705,No Position
2015-07-28,116.1134899777357,117.70408573085537,114.52289422461602,116.51113891601562,7535200,117.04133605957031,118.3226564195421,116.9369488059244,No Position
2015-07-29,116.90878295898436,117.70408080224276,114.52288942920917,116.90878295898438,3139000,116.64368693033855,117.9691891140408,116.54140075219811,No Position
2015-07-31,119.29468104713841,121.28292573125738,118.89703211031461,120.8852767944336,6587100,118.1017328898112,118.1017354329427,118.15309067867922,Buy
2015-08-03,120.08996720747514,122.47586059570312,119.29466941139914,122.47586059570312,5266100,120.08997344970703,118.49938456217448,120.32076617019277,Buy
2015-08-04,121.68058013916016,121.68058013916016,120.48763327505074,121.68058013916016,4803600,121.68057250976562,118.9853998819987,122.03163103573897,Buy
2015-08-05,122.07821310314014,122.47586200575624,119.6923196874436,120.48761749267578,4895500,121.54801940917969,119.07376183403863,121.87118534756648,No Position
2015-08-06,120.08996510585416,120.48761399693315,118.4993695415382,118.89701843261719,4490100,120.35507202148438,119.16212717692058,120.52523629826082,No Position
2015-08-07,118.89701771091771,119.29466659958298,117.3064221562566,117.70407104492188,5072500,119.02956899007161,119.1179428100586,119.04947356315655,No Position
2015-08-10,116.90877326759131,118.49936882225242,116.90877326759131,117.70407104492188,2048300,118.10172017415364,119.25049082438152,117.9937732204455,No Position
2015-08-11,118.10174740830513,118.10174740830513,116.1135025024414,116.1135025024414,2467500,117.17388153076172,119.20630900065105,116.9625921974217,No Position
2015-08-13,115.31820138295491,115.71585035324097,114.12525447209676,114.52290344238281,7764400,116.11349232991536,118.9412112765842,115.81385732477689,No Position
2015-08-14,114.52288607893318,116.51113062891467,113.7275882589406,115.31818389892578,7693600,115.31819661458333,118.32264539930556,115.01050955801301,No Position
2015-08-17,115.3182040943819,116.1135020536535,114.5229061351103,114.9205551147461,4122700,114.92054748535156,117.48316701253255,114.68235891685902,No Position
2015-08-18,111.73934449540808,112.93229123379322,111.34169558261303,112.13699340820312,14273900,114.125244140625,116.42276848687067,113.94027360478029,No Position
2015-08-19,112.13697895250822,113.32992553710938,110.94403236790707,113.32992553710938,7551200,113.46249135335286,115.62746938069661,113.30961500863387,No Position
2015-08-20,112.13700376045577,113.32995060897126,111.7393548109506,112.53465270996094,4781800,112.66719055175781,114.92053985595703,112.51851535266754,No Position
2015-08-21,111.34169983349258,112.13699768944609,110.1487530495623,110.54640197753906,11818100,112.13699340820312,114.12524329291449,112.03605137316205,No Position
2015-08-24,105.77461950497934,106.17226845048678,104.18402372294958,104.58167266845703,12376100,109.22090911865234,112.66719902886285,108.97811218910545,No Position
2015-08-25,106.56991150799918,108.95580504922304,105.37696473738725,108.16050720214844,11844700,107.76286061604817,111.78353288438585,107.47058069215441,No Position
2015-08-26,107.36521207369292,110.94405247614934,106.56991420648038,108.55815887451172,12266800,107.10011291503906,111.12078348795573,106.82154649885392,No Position
2015-08-27,111.34169479896282,115.31818389892578,110.94404588896653,115.31818389892578,9627700,110.67894999186198,111.12078348795573,110.82262586361823,Buy
2015-08-28,116.90877602317116,117.30642492120916,112.93228704279119,113.72758483886719,5907200,112.53464253743489,110.98823123508029,112.91564040206575,Buy
2015-08-31,114.5228924818442,114.92054141407282,112.53464782070107,112.93229675292969,8104600,113.99268849690755,111.07659827338324,114.5334568744558,Buy
2015-09-01,112.9323011125837,112.9323011125837,110.54640742710659,111.34170532226562,9329800,112.66719563802083,110.85568491617839,113.08221334148287,No Position
2015-09-02,111.34170803735266,112.93230386645769,110.54641012280014,111.7393569946289,5551400,112.00445302327473,110.76731872558594,112.35353244925305,No Position
2015-09-03,112.53465490918143,112.93230386645769,111.34170803735266,111.7393569946289,5595000,111.60680643717448,110.89986928304036,111.89058888568492,No Position
2015-09-04,111.73935924183239,112.54323952414774,110.13159867720171,110.53353881835938,7867200,111.33741760253906,111.56118774414062,111.49770862093072,No Position
2015-09-07,110.13158556994269,110.9354657565846,108.92576528997981,109.32770538330078,4209300,110.53353373209636,111.69087643093533,110.58099550830852,No Position
2015-09-08,110.13158894271301,112.54322957649505,109.32770873145233,111.73934936523438,5254800,110.53353118896484,112.04434204101562,110.53197594828862,No Position
2015-09-09,113.7490373577988,114.55291748046875,112.54321717379386,114.55291748046875,5036000,111.87332407633464,111.95931243896484,112.04163320168072,Buy
2015-09-10,112.94515723512885,114.55291748046875,112.54321717379386,114.55291748046875,5372300,113.6150614420573,112.05101606580946,113.97614917127422,Buy
2015-09-11,114.5529364177159,114.95487654549736,112.14129565102714,112.5432357788086,3171900,113.88302357991536,112.00778706868489,114.28172107817034,Buy
2015-09-14,112.9451737151129,113.74905395507812,112.14129347514769,113.74905395507812,3457500,113.61506907145183,112.2752702501085,113.94505933214418,No Position
2015-09-15,112.94517299490914,114.55293346458757,112.14129276006993,114.15099334716797,5676500,113.48109436035156,112.54322984483507,113.75811866868864,No Position
2015-09-16,114.95486312442357,115.75874328613281,113.74904288185968,115.75874328613281,5217100,114.5529301961263,112.98982832166884,114.89448113385627,Buy
2015-09-17,115.75874740027731,117.76844787597656,114.9548672099976,117.76844787597656,7368000,115.89272816975911,113.79370710584853,116.28087502161293,Buy
2015-09-18,117.36650360955133,117.76844369040596,114.95486312442357,115.75874328613281,5968200,116.42864481608073,114.50826687282986,116.78092945481285,Buy
2015-09-21,112.9451744404245,114.15099480811585,111.33741395016933,113.34711456298828,9025800,115.62476857503255,114.68690745035808,115.85743648581527,No Position
2015-09-22,114.55291378882625,114.55291378882625,111.73933345015332,112.14127349853516,5542100,113.74904378255208,114.418947007921,113.79756718842769,No Position
2015-09-23,110.13158556994269,110.53352566326365,108.52382519665885,109.32770538330078,8380100,111.60536448160808,113.83836788601346,111.48148156274053,No Position
2015-09-24,109.32771263526942,113.74905395507812,108.92577251528682,113.74905395507812,5899100,111.73934427897136,113.97234768337674,111.6126891113568,Buy
2015-09-25,112.54321354691702,113.74903369206255,110.93545335338962,112.14127349853516,4413000,111.73934427897136,113.79370541042752,111.63746226455592,Buy
2015-09-28,109.72964547662173,110.9354657565846,109.32770538330077,109.32770538330078,2935100,111.73934427897136,113.25778452555339,111.71178090126159,Buy
2015-09-29,107.71994710588987,110.53352781387953,107.71994710588987,108.12188720703125,5677200,109.86362202962239,112.40924496120877,109.73242604877865,No Position
2015-09-30,109.3277004868237,109.3277004868237,107.71994018554688,107.71994018554688,7345700,108.3898442586263,111.29274410671658,108.2395977656048,No Position
2015-10-01,109.3277089551147,110.53352927447258,106.91606831639895,107.31800842285156,7091600,107.71994527180989,110.3548846774631,107.6207193408762,No Position
2015-10-02,108.52382033618528,108.9257604115045,106.11217988427006,107.71994018554688,4578300,107.58596293131511,109.72964307996962,107.55763450321069,No Position
2015-10-05,109.72965488433839,112.5432357788086,108.92577462877546,112.5432357788086,7284500,109.19372812906902,109.77430555555556,109.34889526812097,Buy
2015-10-06,112.54322957649505,112.9451696821254,109.72964883708268,111.73934936523438,3129300,110.66750844319661,110.04226599799262,110.95939743210823,Buy
2015-10-07,111.73935264265033,114.15099334716795,111.73935264265033,114.15099334716797,3916900,112.81119283040364,110.08692593044705,113.3498071457453,Buy
2015-10-08,114.55293346458757,115.75875381684638,113.34711311232874,114.15099334716797,5784300,113.34711201985677,110.31022813585069,113.91798938847231,Buy
2015-10-09,114.9548672099976,118.17038797111643,114.9548672099976,117.76844787597656,11490600,115.3568115234375,111.24808841281467,116.03474202897036,Buy
2015-10-12,117.36651684738108,117.76845697357074,114.9548760902431,116.9645767211914,6715100,116.29467264811198,112.23060946994357,116.94700415966176,Buy
2015-10-13,116.9645635286967,116.9645635286967,114.95486312442357,115.75874328613281,4489000,116.8305892944336,113.12380981445312,117.42228567477443,Buy
2015-10-14,115.75873766447368,116.16067772580867,113.7490373577988,114.55291748046875,7528700,115.75874582926433,113.92768859863281,116.11250519390981,No Position
2015-10-15,114.95486042597521,117.36650085449217,114.55292035455572,117.36650085449219,8140400,115.89272054036458,114.99952867296007,116.113649618269,Buy
2015-10-16,117.36650085449217,117.76844092591168,115.7587405688142,117.36650085449219,6204700,116.4286397298177,115.5354470147027,116.63847993029009,Buy
2015-10-19,117.36650291363674,118.57232314905082,116.16068267822267,116.16068267822266,4522400,116.96456146240234,116.02670627170139,117.1695061680661,Buy
2015-10-20,114.95485754180373,115.75873766447368,114.15097741913378,114.55291748046875,6105300,116.02670033772786,116.0713645087348,116.11480031676402,No Position
2015-10-21,114.55291681356364,115.35679693155356,114.15097675456867,114.9548568725586,2690000,115.22281901041667,116.16068267822266,115.20368841434386,No Position
2015-10-22,114.9548568725586,114.9548568725586,114.15097675456867,114.9548568725586,2134100,114.82087707519531,115.84806145562067,114.7976767601632,No Position
2015-10-26,116.96457416910519,116.96457416910519,113.74905322974836,114.15099334716797,5336700,114.68690236409505,115.53544108072917,114.69124781599022,No Position
2015-10-27,113.34711456298828,114.15099480811585,112.9451744404245,113.34711456298828,3032700,114.15098826090495,115.2674823337131,114.12926398952831,No Position
2015-10-28,112.54323249315694,113.34711272525091,109.32771156478103,110.131591796875,6724600,112.54323323567708,114.77622392442491,112.39994612843456,No Position
2015-10-29,108.9257604115045,109.3277004868237,107.71994018554688,107.71994018554688,9545900,110.39954884847005,113.70438385009766,110.15198025296415,No Position
2015-10-30,108.12188863575683,108.52382874220945,107.31800842285158,107.31800842285156,5509400,108.38984680175781,112.58788469102647,108.05999745226337,No Position
2015-11-02,107.71993423627171,111.33739471435547,107.3179941831513,111.33739471435547,7157400,108.79178110758464,112.05196380615234,108.58367184965718,Buy
